"","workerid","kind","predicate1","predicate2","combined_predicate","quantifier","coordination","response","memory_fail","slider_fail","bad_expln","n_correct"
"70",2,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",0.32,FALSE,FALSE,FALSE,9
"71",2,"Iowa farmers","grow corn","grow soy","grow corn and soy","all","vp",0.27,FALSE,FALSE,FALSE,9
"72",2,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",0.3,FALSE,FALSE,FALSE,9
"73",2,"grapes","are purple","are green","are purple and green","all","vp",0.3,FALSE,FALSE,FALSE,9
"74",2,"tunnels","go through the sea","go through mountains","go through the sea and mountains","most","vp",0.34,FALSE,FALSE,FALSE,9
"75",2,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.26,FALSE,FALSE,FALSE,9
"76",2,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.33,FALSE,FALSE,FALSE,9
"77",2,"raisins","are purple","are golden","are purple and golden","all","vp",0.33,FALSE,FALSE,FALSE,9
"78",2,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.38,FALSE,FALSE,FALSE,9
"79",2,"beans","are black","are brown","are black and brown","generic","vp",0.32,FALSE,FALSE,FALSE,9
"80",2,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","vp",0.29,FALSE,FALSE,FALSE,9
"81",2,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.35,FALSE,FALSE,FALSE,9
"82",2,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.27,FALSE,FALSE,FALSE,9
"83",2,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.38,FALSE,FALSE,FALSE,9
"84",2,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",0.44,FALSE,FALSE,FALSE,9
"85",2,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","all","vp",0.26,FALSE,FALSE,FALSE,9
"86",2,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0.33,FALSE,FALSE,FALSE,9
"87",2,"theaters","show movies","show plays","show movies and plays","all","vp",0.37,FALSE,FALSE,FALSE,9
"88",2,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.36,FALSE,FALSE,FALSE,9
"89",2,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",0.33,FALSE,FALSE,FALSE,9
"90",2,"rice","is white","is brown","is white and brown","generic","vp",0.47,FALSE,FALSE,FALSE,9
"91",3,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","all","vp",0.34,FALSE,FALSE,FALSE,10
"92",3,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.24,FALSE,FALSE,FALSE,10
"93",3,"chocolate","is brown","is white","is brown and white","all","vp",0.14,FALSE,FALSE,FALSE,10
"94",3,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","generic","vp",0.11,FALSE,FALSE,FALSE,10
"95",3,"clouds","are white","are gray","are white and gray","all","vp",0.28,FALSE,FALSE,FALSE,10
"96",3,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.71,FALSE,FALSE,FALSE,10
"97",3,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.61,FALSE,FALSE,FALSE,10
"98",3,"raisins","are purple","are golden","are purple and golden","most","vp",0.6,FALSE,FALSE,FALSE,10
"99",3,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","all","vp",0.42,FALSE,FALSE,FALSE,10
"100",3,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.68,FALSE,FALSE,FALSE,10
"101",3,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.41,FALSE,FALSE,FALSE,10
"102",3,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.47,FALSE,FALSE,FALSE,10
"103",3,"theaters","show movies","show plays","show movies and plays","most","vp",0.76,FALSE,FALSE,FALSE,10
"104",3,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",0.55,FALSE,FALSE,FALSE,10
"105",3,"elephants","live in Africa","live in Asia","live in Africa and Asia","all","vp",0.58,FALSE,FALSE,FALSE,10
"106",3,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.58,FALSE,FALSE,FALSE,10
"107",3,"grapes","are purple","are green","are purple and green","all","vp",0.64,FALSE,FALSE,FALSE,10
"108",3,"cats","live as pets","live in the wild","live as pets and live in the wild","all","vp",0.66,FALSE,FALSE,FALSE,10
"109",3,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","generic","vp",0.63,FALSE,FALSE,FALSE,10
"110",3,"tunnels","go through the sea","go through mountains","go through the sea and mountains","most","vp",0.42,FALSE,FALSE,FALSE,10
"111",3,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",0.63,FALSE,FALSE,FALSE,10
"112",3,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.33,FALSE,FALSE,FALSE,10
"113",3,"rice","is white","is brown","is white and brown","generic","vp",0.61,FALSE,FALSE,FALSE,10
"114",3,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.26,FALSE,FALSE,FALSE,10
"115",3,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","generic","vp",0.57,FALSE,FALSE,FALSE,10
"116",3,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",0.45,FALSE,FALSE,FALSE,10
"117",3,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.55,FALSE,FALSE,FALSE,10
"118",3,"beans","are black","are brown","are black and brown","most","vp",0.6,FALSE,FALSE,FALSE,10
"119",3,"spiders that weave webs","are young","are old","are young and old","generic","vp",0.1,FALSE,FALSE,FALSE,10
"120",3,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",0.73,FALSE,FALSE,FALSE,10
"121",4,"beans","are black","are brown","are black and brown","generic","vp",0.44,FALSE,FALSE,FALSE,10
"122",4,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.99,FALSE,FALSE,FALSE,10
"123",4,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","most","vp",0.98,FALSE,FALSE,FALSE,10
"124",4,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.99,FALSE,FALSE,FALSE,10
"125",4,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","vp",0.42,FALSE,FALSE,FALSE,10
"126",4,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",0.69,FALSE,FALSE,FALSE,10
"127",4,"spiders that weave webs","are young","are old","are young and old","all","vp",0.77,FALSE,FALSE,FALSE,10
"128",4,"grapes","are purple","are green","are purple and green","most","vp",0.98,FALSE,FALSE,FALSE,10
"129",4,"tunnels","go through the sea","go through mountains","go through the sea and mountains","all","vp",0.77,FALSE,FALSE,FALSE,10
"130",4,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.97,FALSE,FALSE,FALSE,10
"131",4,"raisins","are purple","are golden","are purple and golden","all","vp",0.63,FALSE,FALSE,FALSE,10
"132",4,"bridges","go over rivers","go over valleys","go over rivers and valleys","all","vp",0.93,FALSE,FALSE,FALSE,10
"133",4,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.99,FALSE,FALSE,FALSE,10
"134",4,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","all","vp",0.7,FALSE,FALSE,FALSE,10
"135",4,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",1,FALSE,FALSE,FALSE,10
"136",4,"theaters","show movies","show plays","show movies and plays","all","vp",1,FALSE,FALSE,FALSE,10
"137",4,"rice","is white","is brown","is white and brown","most","vp",0.92,FALSE,FALSE,FALSE,10
"138",4,"cats","live as pets","live in the wild","live as pets and live in the wild","most","vp",0.52,FALSE,FALSE,FALSE,10
"139",4,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",1,FALSE,FALSE,FALSE,10
"140",4,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.99,FALSE,FALSE,FALSE,10
"141",4,"chocolate","is brown","is white","is brown and white","all","vp",0.25,FALSE,FALSE,FALSE,10
"142",4,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","all","vp",0.63,FALSE,FALSE,FALSE,10
"143",4,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.66,FALSE,FALSE,FALSE,10
"144",4,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",0.82,FALSE,FALSE,FALSE,10
"145",4,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","generic","vp",0.81,FALSE,FALSE,FALSE,10
"146",4,"clouds","are white","are gray","are white and gray","generic","vp",0.77,FALSE,FALSE,FALSE,10
"147",4,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",0.76,FALSE,FALSE,FALSE,10
"148",4,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","generic","vp",0.55,FALSE,FALSE,FALSE,10
"149",4,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",0.7,FALSE,FALSE,FALSE,10
"150",4,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",0.98,FALSE,FALSE,FALSE,10
"151",6,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","vp",0.48,FALSE,FALSE,FALSE,10
"152",6,"cats","live as pets","live in the wild","live as pets and live in the wild","most","vp",0.01,FALSE,FALSE,FALSE,10
"153",6,"rice","is white","is brown","is white and brown","all","vp",0,FALSE,FALSE,FALSE,10
"154",6,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",0.51,FALSE,FALSE,FALSE,10
"155",6,"beans","are black","are brown","are black and brown","generic","vp",0.25,FALSE,FALSE,FALSE,10
"156",6,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",0.55,FALSE,FALSE,FALSE,10
"157",6,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.6,FALSE,FALSE,FALSE,10
"158",6,"spiders that weave webs","are young","are old","are young and old","most","vp",0.21,FALSE,FALSE,FALSE,10
"159",6,"bears","live in forests","live in tundras","live in forests and tundras","all","vp",0.18,FALSE,FALSE,FALSE,10
"160",6,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",0.55,FALSE,FALSE,FALSE,10
"161",6,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.18,FALSE,FALSE,FALSE,10
"162",6,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","vp",0.6,FALSE,FALSE,FALSE,10
"163",6,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.6,FALSE,FALSE,FALSE,10
"164",6,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","all","vp",0.62,FALSE,FALSE,FALSE,10
"165",6,"grapes","are purple","are green","are purple and green","generic","vp",0.57,FALSE,FALSE,FALSE,10
"166",6,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","vp",0.26,FALSE,FALSE,FALSE,10
"167",6,"raisins","are purple","are golden","are purple and golden","all","vp",0.35,FALSE,FALSE,FALSE,10
"168",6,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","all","vp",0.5,FALSE,FALSE,FALSE,10
"169",6,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","all","vp",0.35,FALSE,FALSE,FALSE,10
"170",6,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","all","vp",0.46,FALSE,FALSE,FALSE,10
"171",6,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",0.52,FALSE,FALSE,FALSE,10
"172",6,"clouds","are white","are gray","are white and gray","generic","vp",0.52,FALSE,FALSE,FALSE,10
"173",6,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.3,FALSE,FALSE,FALSE,10
"174",6,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.35,FALSE,FALSE,FALSE,10
"175",6,"theaters","show movies","show plays","show movies and plays","most","vp",0.47,FALSE,FALSE,FALSE,10
"176",6,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.53,FALSE,FALSE,FALSE,10
"177",6,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","generic","vp",0.48,FALSE,FALSE,FALSE,10
"178",6,"chocolate","is brown","is white","is brown and white","generic","vp",0.49,FALSE,FALSE,FALSE,10
"179",6,"artists","create paintings","create sculptures","create paintings and sculptures","all","vp",0.31,FALSE,FALSE,FALSE,10
"180",6,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.98,FALSE,FALSE,FALSE,10
"181",7,"raisins","are purple","are golden","are purple and golden","generic","vp",0,FALSE,FALSE,FALSE,7
"182",7,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",1,FALSE,FALSE,FALSE,7
"183",7,"spiders that weave webs","are young","are old","are young and old","generic","vp",0,FALSE,FALSE,FALSE,7
"184",7,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","generic","vp",0.23,FALSE,FALSE,FALSE,7
"185",7,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.17,FALSE,FALSE,FALSE,7
"186",7,"chocolate","is brown","is white","is brown and white","most","vp",0.2,FALSE,FALSE,FALSE,7
"187",7,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0,FALSE,FALSE,FALSE,7
"188",7,"theaters","show movies","show plays","show movies and plays","most","vp",0.43,FALSE,FALSE,FALSE,7
"189",7,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.42,FALSE,FALSE,FALSE,7
"190",7,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","generic","vp",0.66,FALSE,FALSE,FALSE,7
"191",7,"bears","live in forests","live in tundras","live in forests and tundras","most","vp",0.3,FALSE,FALSE,FALSE,7
"192",7,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",0.22,FALSE,FALSE,FALSE,7
"193",7,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.25,FALSE,FALSE,FALSE,7
"194",7,"grapes","are purple","are green","are purple and green","all","vp",0,FALSE,FALSE,FALSE,7
"195",7,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","generic","vp",0.14,FALSE,FALSE,FALSE,7
"196",7,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","all","vp",0.42,FALSE,FALSE,FALSE,7
"197",7,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.25,FALSE,FALSE,FALSE,7
"198",7,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","vp",0.27,FALSE,FALSE,FALSE,7
"199",7,"socks","are made of wool","are made of cotton","are made of wool and cotton","most","vp",0.45,FALSE,FALSE,FALSE,7
"200",7,"beans","are black","are brown","are black and brown","all","vp",0.23,FALSE,FALSE,FALSE,7
"201",7,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",0.44,FALSE,FALSE,FALSE,7
"202",7,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.21,FALSE,FALSE,FALSE,7
"203",7,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","all","vp",0.27,FALSE,FALSE,FALSE,7
"204",7,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.26,FALSE,FALSE,FALSE,7
"205",7,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","all","vp",0.37,FALSE,FALSE,FALSE,7
"206",7,"cats","live as pets","live in the wild","live as pets and live in the wild","all","vp",0.22,FALSE,FALSE,FALSE,7
"207",7,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","all","vp",0.33,FALSE,FALSE,FALSE,7
"208",7,"clouds","are white","are gray","are white and gray","all","vp",0.47,FALSE,FALSE,FALSE,7
"209",7,"rice","is white","is brown","is white and brown","generic","vp",0.26,FALSE,FALSE,FALSE,7
"210",7,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.5,FALSE,FALSE,FALSE,7
"211",8,"clouds","are white","are gray","are white and gray","generic","vp",0.68,FALSE,FALSE,FALSE,9
"212",8,"tunnels","go through the sea","go through mountains","go through the sea and mountains","most","vp",0.73,FALSE,FALSE,FALSE,9
"213",8,"cars","have gas engines","have electric engines","have gas engines and electric engines","all","vp",0.18,FALSE,FALSE,FALSE,9
"214",8,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","all","vp",0.61,FALSE,FALSE,FALSE,9
"215",8,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",0.6,FALSE,FALSE,FALSE,9
"216",8,"beans","are black","are brown","are black and brown","generic","vp",0.65,FALSE,FALSE,FALSE,9
"217",8,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","all","vp",0.75,FALSE,FALSE,FALSE,9
"218",8,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","vp",0.75,FALSE,FALSE,FALSE,9
"219",8,"grapes","are purple","are green","are purple and green","most","vp",0.62,FALSE,FALSE,FALSE,9
"220",8,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","generic","vp",0.71,FALSE,FALSE,FALSE,9
"221",8,"spiders that weave webs","are young","are old","are young and old","all","vp",0.65,FALSE,FALSE,FALSE,9
"222",8,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.12,FALSE,FALSE,FALSE,9
"223",8,"raisins","are purple","are golden","are purple and golden","generic","vp",0.6,FALSE,FALSE,FALSE,9
"224",8,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","vp",0.5,FALSE,FALSE,FALSE,9
"225",8,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","all","vp",0.17,FALSE,FALSE,FALSE,9
"226",8,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",0.61,FALSE,FALSE,FALSE,9
"227",8,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","vp",0.73,FALSE,FALSE,FALSE,9
"228",8,"theaters","show movies","show plays","show movies and plays","all","vp",0.43,FALSE,FALSE,FALSE,9
"229",8,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","generic","vp",0.92,FALSE,FALSE,FALSE,9
