"","workerid","kind","predicate1","predicate2","combined_predicate","quantifier","coordination","response","memory_fail","slider_fail","bad_expln","n_correct"
"120",3,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","np",TRUE,FALSE,FALSE,FALSE,10
"121",4,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","np",TRUE,FALSE,FALSE,FALSE,10
"122",4,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","np",TRUE,FALSE,FALSE,FALSE,10
"123",4,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","np",TRUE,FALSE,FALSE,FALSE,10
"124",4,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"125",4,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","np",TRUE,FALSE,FALSE,FALSE,10
"126",4,"socks","are made of wool","are made of cotton","are made of wool and cotton","most","np",TRUE,FALSE,FALSE,FALSE,10
"127",4,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","generic","np",TRUE,FALSE,FALSE,FALSE,10
"128",4,"professional actors","star in movies","star in plays","star in movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,10
"129",4,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","np",TRUE,FALSE,FALSE,FALSE,10
"130",4,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","np",TRUE,FALSE,FALSE,FALSE,10
"131",4,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","np",TRUE,FALSE,FALSE,FALSE,10
"132",4,"ships","carry passengers","carry cargo","carry passengers and cargo","most","np",TRUE,FALSE,FALSE,FALSE,10
"133",4,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","np",TRUE,FALSE,FALSE,FALSE,10
"134",4,"theaters","show movies","show plays","show movies and plays","most","np",TRUE,FALSE,FALSE,FALSE,10
"135",4,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","np",TRUE,FALSE,FALSE,FALSE,10
"136",4,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","np",TRUE,FALSE,FALSE,FALSE,10
"137",4,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","np",TRUE,FALSE,FALSE,FALSE,10
"138",4,"bears","live in forests","live in tundras","live in forests and tundras","most","np",TRUE,FALSE,FALSE,FALSE,10
"139",4,"artists","create paintings","create sculptures","create paintings and sculptures","most","np",TRUE,FALSE,FALSE,FALSE,10
"140",4,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","np",FALSE,FALSE,FALSE,FALSE,10
"141",4,"football players","play offense","play defense","play offense and defense","generic","np",FALSE,FALSE,FALSE,FALSE,10
"142",4,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","np",TRUE,FALSE,FALSE,FALSE,10
"143",4,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","np",FALSE,FALSE,FALSE,FALSE,10
"144",4,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","np",TRUE,FALSE,FALSE,FALSE,10
"145",4,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","most","np",FALSE,FALSE,FALSE,FALSE,10
"146",4,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,10
"147",4,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",FALSE,FALSE,FALSE,FALSE,10
"148",4,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","generic","np",TRUE,FALSE,FALSE,FALSE,10
"149",4,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","np",TRUE,FALSE,FALSE,FALSE,10
"150",4,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",TRUE,FALSE,FALSE,FALSE,10
"151",5,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","np",TRUE,FALSE,FALSE,FALSE,8
"152",5,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","np",TRUE,FALSE,FALSE,FALSE,8
"153",5,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","np",TRUE,FALSE,FALSE,FALSE,8
"154",5,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","np",TRUE,FALSE,FALSE,FALSE,8
"155",5,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","np",TRUE,FALSE,FALSE,FALSE,8
"156",5,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",TRUE,FALSE,FALSE,FALSE,8
"157",5,"noodles","are made from wheat","are made from rice","are made from wheat and rice","generic","np",FALSE,FALSE,FALSE,FALSE,8
"158",5,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","np",TRUE,FALSE,FALSE,FALSE,8
"159",5,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","np",TRUE,FALSE,FALSE,FALSE,8
"160",5,"bears","live in forests","live in tundras","live in forests and tundras","most","np",TRUE,FALSE,FALSE,FALSE,8
"161",5,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,8
"162",5,"theaters","show movies","show plays","show movies and plays","most","np",TRUE,FALSE,FALSE,FALSE,8
"163",5,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","np",TRUE,FALSE,FALSE,FALSE,8
"164",5,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","generic","np",TRUE,FALSE,FALSE,FALSE,8
"165",5,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",TRUE,FALSE,FALSE,FALSE,8
"166",5,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","np",TRUE,FALSE,FALSE,FALSE,8
"167",5,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","np",FALSE,FALSE,FALSE,FALSE,8
"168",5,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","most","np",TRUE,FALSE,FALSE,FALSE,8
"169",5,"professional actors","star in movies","star in plays","star in movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,8
"170",5,"grapes","have purple skin","have green skin","have purple skin and green skin","most","np",FALSE,FALSE,FALSE,FALSE,8
"171",5,"football players","play offense","play defense","play offense and defense","most","np",TRUE,FALSE,FALSE,FALSE,8
"172",5,"cars","have gas engines","have electric engines","have gas engines and electric engines","generic","np",TRUE,FALSE,FALSE,FALSE,8
"173",5,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","generic","np",TRUE,FALSE,FALSE,FALSE,8
"174",5,"artists","create paintings","create sculptures","create paintings and sculptures","most","np",TRUE,FALSE,FALSE,FALSE,8
"175",5,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","most","np",TRUE,FALSE,FALSE,FALSE,8
"176",5,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","np",TRUE,FALSE,FALSE,FALSE,8
"177",5,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","np",TRUE,FALSE,FALSE,FALSE,8
"178",5,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","np",TRUE,FALSE,FALSE,FALSE,8
"179",5,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","np",TRUE,FALSE,FALSE,FALSE,8
"180",5,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","np",TRUE,FALSE,FALSE,FALSE,8
"181",6,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","np",TRUE,FALSE,FALSE,FALSE,8
"182",6,"ships","carry passengers","carry cargo","carry passengers and cargo","most","np",TRUE,FALSE,FALSE,FALSE,8
"183",6,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","generic","np",TRUE,FALSE,FALSE,FALSE,8
"184",6,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","np",TRUE,FALSE,FALSE,FALSE,8
"185",6,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","np",TRUE,FALSE,FALSE,FALSE,8
"186",6,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","np",TRUE,FALSE,FALSE,FALSE,8
"187",6,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","np",TRUE,FALSE,FALSE,FALSE,8
"188",6,"theaters","show movies","show plays","show movies and plays","most","np",TRUE,FALSE,FALSE,FALSE,8
"189",6,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","np",TRUE,FALSE,FALSE,FALSE,8
"190",6,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","np",TRUE,FALSE,FALSE,FALSE,8
"191",6,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","generic","np",TRUE,FALSE,FALSE,FALSE,8
"192",6,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","np",TRUE,FALSE,FALSE,FALSE,8
"193",6,"grapes","have purple skin","have green skin","have purple skin and green skin","most","np",FALSE,FALSE,FALSE,FALSE,8
"194",6,"artists","create paintings","create sculptures","create paintings and sculptures","generic","np",TRUE,FALSE,FALSE,FALSE,8
"195",6,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","np",TRUE,FALSE,FALSE,FALSE,8
"196",6,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","np",TRUE,FALSE,FALSE,FALSE,8
"197",6,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","np",TRUE,FALSE,FALSE,FALSE,8
"198",6,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","most","np",TRUE,FALSE,FALSE,FALSE,8
"199",6,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","generic","np",TRUE,FALSE,FALSE,FALSE,8
"200",6,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","np",TRUE,FALSE,FALSE,FALSE,8
"201",6,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",TRUE,FALSE,FALSE,FALSE,8
"202",6,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","generic","np",TRUE,FALSE,FALSE,FALSE,8
"203",6,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","np",FALSE,FALSE,FALSE,FALSE,8
"204",6,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,8
"205",6,"football players","play offense","play defense","play offense and defense","most","np",FALSE,FALSE,FALSE,FALSE,8
"206",6,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","np",TRUE,FALSE,FALSE,FALSE,8
"207",6,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",FALSE,FALSE,FALSE,FALSE,8
"208",6,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","np",TRUE,FALSE,FALSE,FALSE,8
"209",6,"bears","live in forests","live in tundras","live in forests and tundras","generic","np",FALSE,FALSE,FALSE,FALSE,8
"210",6,"professional actors","star in movies","star in plays","star in movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,8
"211",7,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","np",TRUE,FALSE,FALSE,FALSE,10
"212",7,"bears","live in forests","live in tundras","live in forests and tundras","generic","np",TRUE,FALSE,FALSE,FALSE,10
"213",7,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"214",7,"grapes","have purple skin","have green skin","have purple skin and green skin","most","np",TRUE,FALSE,FALSE,FALSE,10
"215",7,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"216",7,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","np",TRUE,FALSE,FALSE,FALSE,10
"217",7,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","np",TRUE,FALSE,FALSE,FALSE,10
"218",7,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","np",TRUE,FALSE,FALSE,FALSE,10
"219",7,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","np",TRUE,FALSE,FALSE,FALSE,10
"220",7,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","np",TRUE,FALSE,FALSE,FALSE,10
"221",7,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"222",7,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","most","np",TRUE,FALSE,FALSE,FALSE,10
"223",7,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","np",TRUE,FALSE,FALSE,FALSE,10
