"workerid","rt","trial_type","kind","predicate_2","query_predicate_2","information","chapter_num","query_predicate_1","page_num","page_content","predicate_1","page_type","question_order","response_2","quantifier","response_1","chapter","condition","conjunctionBreak"
0,1101,"""critical""","""farmers in the springtime""","""plant some other crop""","""tolerate apaffs to some extent""",NA,3,"""find apaffs cute""","4","""soroneeks.""","""plant fujusi""","""text""","""same""",-99,"""generic""",-99,"""Agriculture""","""after""",NA
0,3493,"""critical""","""farmers in the springtime""","""plant some other crop""","""plant some other crop""",NA,3,"""plant fujusi""","5","""""","""plant fujusi""","""query""","""same""",0.52,"""generic""",0.52,"""Agriculture""","""after""",NA
0,3246,"""critical""","""Krens""","""do something else for a living""","""plant some other crop""",NA,4,"""plant fujusi""","0","""Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Like ""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""before""",NA
0,2768,"""critical""","""Krens""","""do something else for a living""","""plant some other crop""",NA,4,"""plant fujusi""","1","""most creatures on Dax, Krens eat other creatures to survive. Animals like stups, four-legged creatures ""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""before""",NA
0,2623,"""critical""","""Krens""","""do something else for a living""","""plant some other crop""",NA,4,"""plant fujusi""","2","""with large antlers, are a resource for the Krens. Stups roam all over the windy highlands of Dax, far ""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""before""",NA
0,2082,"""critical""","""Krens""","""do something else for a living""","""plant some other crop""",NA,4,"""plant fujusi""","3","""from the sea. For a living, krens are stup-herders""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""before""",NA
0,1106,"""critical""","""Krens""","""do something else for a living""","""plant some other crop""",NA,4,"""plant fujusi""","4","""and fishermen.""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""before""",NA
0,6082,"""critical""","""Krens""","""do something else for a living""","""do something else for a living""",NA,4,"""are stup-herders""","5","""""","""are stup-herders""","""query""","""same""",0.5,"""generic""",0.51,"""Finding food""","""before""",NA
0,3904,"""filler""","""aliens""","""admire Wint""","""do something else for a living""","""interruption""",5,"""are stup-herders""","0","""Wint lived a long time ago in the mountains.  But all aliens remember Wint and admire him because he ""","""remember Wint""","""text""","""same""",-99,"""all""",-99,"""Wint of the Mountains""","""uninterrupted""","""after"""
0,1460,"""filler""","""aliens""","""admire Wint""","""do something else for a living""","""interruption""",5,"""are stup-herders""","1","""was the one that found the lost city of Baff. While he wasn&quotechart exploring, ""","""remember Wint""","""text""","""same""",-99,"""all""",-99,"""Wint of the Mountains""","""uninterrupted""","""after"""
0,2338,"""filler""","""aliens""","""admire Wint""","""do something else for a living""","""interruption""",5,"""are stup-herders""","2","""Wint stayed in his village in the mountains. He was a hunter and ""","""remember Wint""","""text""","""same""",-99,"""all""",-99,"""Wint of the Mountains""","""uninterrupted""","""after"""
0,878,"""filler""","""aliens""","""admire Wint""","""do something else for a living""","""interruption""",5,"""are stup-herders""","3","""a blacksmith.""","""remember Wint""","""text""","""same""",-99,"""all""",-99,"""Wint of the Mountains""","""uninterrupted""","""after"""
0,5305,"""filler""","""aliens""","""admire Wint""","""admire Wint""","""interruption""",5,"""remember Wint""","4","""""","""remember Wint""","""query""","""same""",0.41,"""all""",0.25,"""Wint of the Mountains""","""uninterrupted""","""after"""
0,2272,"""critical""","""glippets""","""live on some other continent""","""admire Wint""",NA,6,"""remember Wint""","0","""Glippets are large creatures, quite intelligent, with a life-span of about ""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""int1""",NA
0,2713,"""critical""","""glippets""","""live on some other continent""","""admire Wint""",NA,6,"""remember Wint""","1","""sixty years. They live on the southern continent of Caro""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""int1""",NA
0,7653,"""critical""","""glippets""","""live on some other continent""","""live on some other continent""",NA,6,"""live on the continent of Caro""","null","""""","""live on the continent of Caro""","""query""","""same""",0.4,"""generic""",0.69,"""Glippets""","""int1""",NA
0,1038,"""critical""","""glippets""","""live on some other continent""","""live on some other continent""",NA,6,"""live on the continent of Caro""","2","""and enjoy the sunshine there.""","""live on the continent of Caro""","""text""","""same""",0.4,"""generic""",0.69,"""Glippets""","""int1""",NA
0,3205,"""critical""","""kweps""","""chew on some other kind of bark""","""live on some other continent""",NA,7,"""live on the continent of Caro""","0","""Kweps hunt in packs. Even though they are pack animals, all of them have highly idiosyncractic food ""","""chew on xorfun bark""","""text""","""same""",-99,"""generic""",-99,"""Kweps""","""after""",NA
0,2571,"""critical""","""kweps""","""chew on some other kind of bark""","""live on some other continent""",NA,7,"""live on the continent of Caro""","1","""preferences and behaviors. Some of them like to eat apples and others like to eat oranges. When they go ""","""chew on xorfun bark""","""text""","""same""",-99,"""generic""",-99,"""Kweps""","""after""",NA
0,1932,"""critical""","""kweps""","""chew on some other kind of bark""","""live on some other continent""",NA,7,"""live on the continent of Caro""","2","""hunting at night they look for creatures sleeping alone, not in ""","""chew on xorfun bark""","""text""","""same""",-99,"""generic""",-99,"""Kweps""","""after""",NA
0,3308,"""critical""","""kweps""","""chew on some other kind of bark""","""live on some other continent""",NA,7,"""live on the continent of Caro""","3","""groups. Before they go hunting, the kweps chew on the bark of xorfun and""","""chew on xorfun bark""","""text""","""same""",-99,"""generic""",-99,"""Kweps""","""after""",NA
0,984,"""critical""","""kweps""","""chew on some other kind of bark""","""live on some other continent""",NA,7,"""live on the continent of Caro""","4","""tunkel.""","""chew on xorfun bark""","""text""","""same""",-99,"""generic""",-99,"""Kweps""","""after""",NA
0,9975,"""critical""","""kweps""","""chew on some other kind of bark""","""chew on some other kind of bark""",NA,7,"""chew on xorfun bark""","5","""""","""chew on xorfun bark""","""query""","""same""",0,"""generic""",1,"""Kweps""","""after""",NA
0,2060,"""critical""","""lorches""","""have some other type of wing""","""chew on some other kind of bark""",NA,8,"""chew on xorfun bark""","0","""Lorches have massive beaks and are found on the continents of Dodi ""","""have long wings""","""text""","""same""",-99,"""generic""",-99,"""Lorches""","""int4""",NA
0,1451,"""critical""","""lorches""","""have some other type of wing""","""chew on some other kind of bark""",NA,8,"""chew on xorfun bark""","1","""and Gomi. The two continents are quite different in what kinds of ""","""have long wings""","""text""","""same""",-99,"""generic""",-99,"""Lorches""","""int4""",NA
0,2016,"""critical""","""lorches""","""have some other type of wing""","""chew on some other kind of bark""",NA,8,"""chew on xorfun bark""","2","""animals are available for them to eat. Lorches have long wings and short wings""","""have long wings""","""text""","""same""",-99,"""generic""",-99,"""Lorches""","""int4""",NA
0,3650,"""critical""","""lorches""","""have some other type of wing""","""have some other type of wing""",NA,8,"""have long wings""","null","""""","""have long wings""","""query""","""same""",0.46,"""generic""",0.47,"""Lorches""","""int4""",NA
0,1274,"""critical""","""lorches""","""have some other type of wing""","""have some other type of wing""",NA,8,"""have long wings""","3","""which are well-suited for hunting.""","""have long wings""","""text""","""same""",0.46,"""generic""",0.47,"""Lorches""","""int4""",NA
0,5134,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","0","""Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use ""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,4109,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","1","""tools on land but have a difficult time making them. So the tools are passed down from parents to ""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,1960,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","2","""children, so that each family only has one of each kind of tool. Baby ollers find it very exciting to be on ""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,1352,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","3","""land, but they have trouble walking and need to be carried by family ""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,1380,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","4","""members. While on land, ollers carry their young in guklags""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,889,"""critical""","""oller families""","""carry their young in something else""","""have some other type of wing""",NA,9,"""have long wings""","5","""and trullets.""","""carry their young in guklags""","""text""","""same""",-99,"""generic""",-99,"""Ollers""","""before""",NA
0,3128,"""critical""","""oller families""","""carry their young in something else""","""carry their young in something else""",NA,9,"""carry their young in guklags""","6","""""","""carry their young in guklags""","""query""","""same""",0.48,"""generic""",0.49,"""Ollers""","""before""",NA
0,1578,"""critical""","""fengnor mated pairs""","""build nests in other places""","""carry their young in something else""",NA,10,"""carry their young in guklags""","0","""Fengnors are smaller, nocturnal creatures that live in dense forests. ""","""build nests in gluers""","""text""","""same""",-99,"""generic""",-99,"""Fengnors""","""int1""",NA
0,1583,"""critical""","""fengnor mated pairs""","""build nests in other places""","""carry their young in something else""",NA,10,"""carry their young in guklags""","1","""They have complex mating habits. They mate for life and the males ""","""build nests in gluers""","""text""","""same""",-99,"""generic""",-99,"""Fengnors""","""int1""",NA
0,2334,"""critical""","""fengnor mated pairs""","""build nests in other places""","""carry their young in something else""",NA,10,"""carry their young in guklags""","2","""often bring twigs and leaves to the females during courtship. The mated pairs use these twigs and ""","""build nests in gluers""","""text""","""same""",-99,"""generic""",-99,"""Fengnors""","""int1""",NA
0,1301,"""critical""","""fengnor mated pairs""","""build nests in other places""","""carry their young in something else""",NA,10,"""carry their young in guklags""","3","""leaves to build their quite elaborate nests in gluers""","""build nests in gluers""","""text""","""same""",-99,"""generic""",-99,"""Fengnors""","""int1""",NA
0,5560,"""critical""","""fengnor mated pairs""","""build nests in other places""","""build nests in other places""",NA,10,"""build nests in gluers""","null","""""","""build nests in gluers""","""query""","""same""",0.26,"""generic""",0.67,"""Fengnors""","""int1""",NA
0,983,"""critical""","""fengnor mated pairs""","""build nests in other places""","""build nests in other places""",NA,10,"""build nests in gluers""","4","""and watch over them carefully.""","""build nests in gluers""","""text""","""same""",0.26,"""generic""",0.67,"""Fengnors""","""int1""",NA
0,2855,"""critical""","""fruit that isooms produce""","""has some other-textured skin""","""build nests in other places""",NA,11,"""build nests in gluers""","0","""Isooms are tree-like plants that are found in hilly regions of Fale. Their fruit is edible, and the aliens often ""","""has bumpy skin""","""text""","""same""",-99,"""generic""",-99,"""Isooms""","""after""",NA
0,1997,"""critical""","""fruit that isooms produce""","""has some other-textured skin""","""build nests in other places""",NA,11,"""build nests in gluers""","1","""cultivate isooms for food. The skin of the fruit that isooms produce is bumpy and""","""has bumpy skin""","""text""","""same""",-99,"""generic""",-99,"""Isooms""","""after""",NA
0,1200,"""critical""","""fruit that isooms produce""","""has some other-textured skin""","""build nests in other places""",NA,11,"""build nests in gluers""","2","""smooth.""","""has bumpy skin""","""text""","""same""",-99,"""generic""",-99,"""Isooms""","""after""",NA
0,7671,"""critical""","""fruit that isooms produce""","""has some other-textured skin""","""has some other-textured skin""",NA,11,"""has bumpy skin""","3","""""","""has bumpy skin""","""query""","""same""",0,"""generic""",0,"""Isooms""","""after""",NA
0,2635,"""critical""","""basket weavers""","""are part of some other guild""","""has some other-textured skin""",NA,12,"""has bumpy skin""","0","""The aliens have many kinds of specialized skills and trades, such as basket weaving. Crafters are found ""","""are part of the Tinnoclan""","""text""","""same""",-99,"""generic""",-99,"""Crafts""","""int2""",NA
0,2187,"""critical""","""basket weavers""","""are part of some other guild""","""has some other-textured skin""",NA,12,"""has bumpy skin""","1","""all over Dax, but they are especially common in the city of Rondoo, where aliens from all over go to ""","""are part of the Tinnoclan""","""text""","""same""",-99,"""generic""",-99,"""Crafts""","""int2""",NA
0,1277,"""critical""","""basket weavers""","""are part of some other guild""","""has some other-textured skin""",NA,12,"""has bumpy skin""","2","""buy luxury goods. To help make themselves known, crafters all ""","""are part of the Tinnoclan""","""text""","""same""",-99,"""generic""",-99,"""Crafts""","""int2""",NA
0,1298,"""critical""","""basket weavers""","""are part of some other guild""","""has some other-textured skin""",NA,12,"""has bumpy skin""","3","""over Dax join guilds with other crafters of the same trade. ""","""are part of the Tinnoclan""","""text""","""same""",-99,"""generic""",-99,"""Crafts""","""int2""",NA
0,1423,"""critical""","""basket weavers""","""are part of some other guild""","""has some other-textured skin""",NA,12,"""has bumpy skin""","4","""Basket weavers are part of Tinnoclan and ""","""are part of the Tinnoclan""","""text""","""same""",-99,"""generic""",-99,"""Crafts""","""int2""",NA
0,4219,"""critical""","""basket weavers""","""are part of some other guild""","""are part of some other guild""",NA,12,"""are part of the Tinnoclan""","null","""""","""are part of the Tinnoclan""","""query""","""same""",0.43,"""generic""",0.43,"""Crafts""","""int2""",NA
0,1279,"""critical""","""basket weavers""","""are part of some other guild""","""are part of some other guild""",NA,12,"""are part of the Tinnoclan""","5","""pledge allegiance to Tinnius the Elder.""","""are part of the Tinnoclan""","""text""","""same""",0.43,"""generic""",0.43,"""Crafts""","""int2""",NA
0,1307,"""filler""","""supools""","""live for a very long time""","""are part of some other guild""","""full""",13,"""are part of the Tinnoclan""","0","""Supools are the biggest creatures on Dax. They all live in the oceans and ""","""live in the oceans""","""text""","""same""",-99,"""all""",-99,"""Supools""","""uninterrupted""","""before"""
0,3032,"""filler""","""supools""","""live for a very long time""","""are part of some other guild""","""full""",13,"""are part of the Tinnoclan""","1","""all of them live for a very long time. In the mornings, they play in the open ocean. Supools travel as pairs ""","""live in the oceans""","""text""","""same""",-99,"""all""",-99,"""Supools""","""uninterrupted""","""before"""
0,1250,"""filler""","""supools""","""live for a very long time""","""are part of some other guild""","""full""",13,"""are part of the Tinnoclan""","2","""and in large groups of more than ten individuals.""","""live in the oceans""","""text""","""same""",-99,"""all""",-99,"""Supools""","""uninterrupted""","""before"""
0,8318,"""filler""","""supools""","""live for a very long time""","""live for a very long time""","""full""",13,"""live in the oceans""","3","""""","""live in the oceans""","""query""","""same""",1,"""all""",0,"""Supools""","""uninterrupted""","""before"""
0,2620,"""critical""","""reesles""","""wear something else around their heads""","""live for a very long time""",NA,14,"""live in the oceans""","0","""Reesles are strange, furry creatures, often found in the homes of the aliens. They are not house pets ""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""int2""",NA
0,1849,"""critical""","""reesles""","""wear something else around their heads""","""live for a very long time""",NA,14,"""live in the oceans""","1","""but quasi-domensticated animals. They will steal food from you if you ""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""int2""",NA
0,1997,"""critical""","""reesles""","""wear something else around their heads""","""live for a very long time""",NA,14,"""live in the oceans""","2","""are not paying attention. They have special headgear to help identify ""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""int2""",NA
0,2052,"""critical""","""reesles""","""wear something else around their heads""","""live for a very long time""",NA,14,"""live in the oceans""","3","""their owners. Around their heads, they wear giant wutsats and""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""int2""",NA
0,6101,"""critical""","""reesles""","""wear something else around their heads""","""wear something else around their heads""",NA,14,"""wear wutsats around their heads""","null","""""","""wear wutsats around their heads""","""query""","""same""",0,"""generic""",1,"""Reesles""","""int2""",NA
0,1040,"""critical""","""reesles""","""wear something else around their heads""","""wear something else around their heads""",NA,14,"""wear wutsats around their heads""","4","""roam around by themselves at night.""","""wear wutsats around their heads""","""text""","""same""",0,"""generic""",1,"""Reesles""","""int2""",NA
0,1953,"""critical""","""mooks""","""have territories in other geographical locations""","""wear something else around their heads""",NA,15,"""wear wutsats around their heads""","0","""Mooks are ferocious creatures that live on the continent of Benli. Benli ""","""have territories at the tops of tall mountains""","""text""","""same""",-99,"""generic""",-99,"""Mooks""","""before""",NA
0,1209,"""critical""","""mooks""","""have territories in other geographical locations""","""wear something else around their heads""",NA,15,"""wear wutsats around their heads""","1","""has dramatic elevation changes unlike any other continent. Animals ""","""have territories at the tops of tall mountains""","""text""","""same""",-99,"""generic""",-99,"""Mooks""","""before""",NA
0,1622,"""critical""","""mooks""","""have territories in other geographical locations""","""wear something else around their heads""",NA,15,"""wear wutsats around their heads""","2","""find terrority in locations that maximize their chances of survival. ""","""have territories at the tops of tall mountains""","""text""","""same""",-99,"""generic""",-99,"""Mooks""","""before""",NA
0,1616,"""critical""","""mooks""","""have territories in other geographical locations""","""wear something else around their heads""",NA,15,"""wear wutsats around their heads""","3","""Mooks have territories at the tops of tall mountains""","""have territories at the tops of tall mountains""","""text""","""same""",-99,"""generic""",-99,"""Mooks""","""before""",NA
0,984,"""critical""","""mooks""","""have territories in other geographical locations""","""wear something else around their heads""",NA,15,"""wear wutsats around their heads""","4","""and at the bottom of deep canyons.""","""have territories at the tops of tall mountains""","""text""","""same""",-99,"""generic""",-99,"""Mooks""","""before""",NA
0,6132,"""critical""","""mooks""","""have territories in other geographical locations""","""have territories in other geographical locations""",NA,15,"""have territories at the tops of tall mountains""","5","""""","""have territories at the tops of tall mountains""","""query""","""same""",0.53,"""generic""",0.5,"""Mooks""","""before""",NA
0,2344,"""critical""","""ludinos""","""ascribe to some other religion""","""have territories in other geographical locations""",NA,16,"""have territories at the tops of tall mountains""","0","""The Ludinos are an alien tribe. They are very industrious and live on all of the seven continents, ""","""ascribe to Cabooism""","""text""","""same""",-99,"""generic""",-99,"""Religion""","""int4""",NA
0,1860,"""critical""","""ludinos""","""ascribe to some other religion""","""have territories in other geographical locations""",NA,16,"""have territories at the tops of tall mountains""","1","""and they all are highly spiritual. They ascribe to Cabooism and Daithism""","""ascribe to Cabooism""","""text""","""same""",-99,"""generic""",-99,"""Religion""","""int4""",NA
0,4708,"""critical""","""ludinos""","""ascribe to some other religion""","""ascribe to some other religion""",NA,16,"""ascribe to Cabooism""","null","""""","""ascribe to Cabooism""","""query""","""same""",0.15,"""generic""",0.67,"""Religion""","""int4""",NA
0,902,"""critical""","""ludinos""","""ascribe to some other religion""","""ascribe to some other religion""",NA,16,"""ascribe to Cabooism""","2","""which coexist peacefully.""","""ascribe to Cabooism""","""text""","""same""",0.15,"""generic""",0.67,"""Religion""","""int4""",NA
0,3738,"""filler""","""blins""","""fly""","""ascribe to some other religion""","""full""",17,"""ascribe to Cabooism""","0","""Blins are small creatures. They all have hollow bones and fly. They often fly together in flocks of up""","""have hollow bones""","""text""","""same""",-99,"""all""",-99,"""Blins""","""uninterrupted""",NA
0,2233,"""filler""","""blins""","""fly""","""ascribe to some other religion""","""full""",17,"""ascribe to Cabooism""","1",""" to a hundred. They have shiny blue feathers when they are young and ""","""have hollow bones""","""text""","""same""",-99,"""all""",-99,"""Blins""","""uninterrupted""",NA
0,913,"""filler""","""blins""","""fly""","""ascribe to some other religion""","""full""",17,"""ascribe to Cabooism""","2","""no feathers when they grow old.""","""have hollow bones""","""text""","""same""",-99,"""all""",-99,"""Blins""","""uninterrupted""",NA
0,10412,"""filler""","""blins""","""fly""","""fly""","""full""",17,"""have hollow bones""","3","""""","""have hollow bones""","""query""","""same""",0.56,"""all""",1,"""Blins""","""uninterrupted""",NA
1,4269,"""filler""","""NA""","""NA""",NA,NA,0,NA,"0","""Dax is a lot like Earth.  It has seven continents in similar places, but instead of Africa, Europe, Asia, ""","""NA""","""text""",NA,-99,"""generic""",-99,"""An introduction to Dax""","""uninterrupted""",NA
1,2601,"""filler""","""NA""","""NA""",NA,NA,0,NA,"1","""Australia, Antarctica and North and South America, the continents ""","""NA""","""text""",NA,-99,"""generic""",-99,"""An introduction to Dax""","""uninterrupted""",NA
1,6915,"""filler""","""NA""","""NA""",NA,NA,0,NA,"2","""are called  Aga,  Benli, Caro, Dodi, Ente, Fale, and Gomi. Its climate is a lot like Earth&quotechars, too. But the""","""NA""","""text""",NA,-99,"""generic""",-99,"""An introduction to Dax""","""uninterrupted""",NA
1,2685,"""filler""","""NA""","""NA""",NA,NA,0,NA,"3","""  plants and animals of Dax are quite different.""","""NA""","""text""",NA,-99,"""generic""",-99,"""An introduction to Dax""","""uninterrupted""",NA
1,12611,"""filler""","""aliens""","""are provided for by Zorxon""",NA,"""full""",1,NA,"0","""Zorxon is the overlord of Dax.  Everyone loves Zorxon because she provides for all the aliens of Dax. ""","""love Zorxon""","""text""",NA,-99,"""all""",-99,"""Zorxon, overlord of Dax""","""interrupted""","""before"""
1,3718,"""filler""","""aliens""","""are provided for by Zorxon""",NA,"""full""",1,NA,"1","""Throughout her life, she traveled continuously throughout the seven continents to meet her subjects ""","""love Zorxon""","""text""",NA,-99,"""all""",-99,"""Zorxon, overlord of Dax""","""interrupted""","""before"""
1,4195,"""filler""","""aliens""","""are provided for by Zorxon""","""are provided for by Zorxon""","""full""",1,"""love Zorxon""","null","""""","""love Zorxon""","""query""","""same""",0.51,"""all""",0.75,"""Zorxon, overlord of Dax""","""interrupted""","""before"""
1,6111,"""filler""","""aliens""","""are provided for by Zorxon""","""are provided for by Zorxon""","""full""",1,"""love Zorxon""","2","""and held court on her home continent of Ente, where all the aliens could come speak to her.""","""love Zorxon""","""text""","""same""",0.51,"""all""",0.75,"""Zorxon, overlord of Dax""","""interrupted""","""before"""
1,4748,"""filler""","""lodeks""","""have purple petals""","""are provided for by Zorxon""","""full""",2,"""love Zorxon""","0","""Nannus only feed on rare flowers called lodeks. Most lodeks only ""","""only bloom for one day a year""","""text""","""same""",-99,"""most""",-99,"""Nannus""","""interrupted""","""after"""
1,4127,"""filler""","""lodeks""","""have purple petals""","""are provided for by Zorxon""","""full""",2,"""love Zorxon""","1","""bloom for one day a year, and most have purple petals. Each type of ""","""only bloom for one day a year""","""text""","""same""",-99,"""most""",-99,"""Nannus""","""interrupted""","""after"""
1,4830,"""filler""","""lodeks""","""have purple petals""","""are provided for by Zorxon""","""full""",2,"""love Zorxon""","2","""lodek has a unique pollinator, usually a bird or insect. Lodeks are pollinated by deveets and ""","""only bloom for one day a year""","""text""","""same""",-99,"""most""",-99,"""Nannus""","""interrupted""","""after"""
1,5761,"""filler""","""lodeks""","""have purple petals""","""have purple petals""","""full""",2,"""only bloom for one day a year""","null","""""","""only bloom for one day a year""","""query""","""same""",1,"""most""",1,"""Nannus""","""interrupted""","""after"""
1,1171,"""filler""","""lodeks""","""have purple petals""","""have purple petals""","""full""",2,"""only bloom for one day a year""","3","""wisgos.""","""only bloom for one day a year""","""text""","""same""",1,"""most""",1,"""Nannus""","""interrupted""","""after"""
1,5874,"""critical""","""Krens""","""do something else for a living""","""have purple petals""",NA,3,"""only bloom for one day a year""","0","""Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Like ""","""are stup-herders""","""text""","""same""",-99,"""generic""",-99,"""Finding food""","""after""",NA
